year,month,latitude,longitude,is_nan
1961,6,4.4,-74.74,0
1961,6,4.4,-74.49,0
1961,6,4.4,-74.24,0
1961,6,4.4,-73.99,0
1961,6,4.4,-73.74,0
1961,6,4.4,-73.49,0
1961,6,4.4,-73.24,0
1961,6,4.4,-72.99,0
1961,6,4.65,-74.99,0
1961,6,4.65,-74.74,0
1961,6,4.65,-74.49,0
1961,6,4.65,-74.24,0
1961,6,4.65,-73.99,0
1961,6,4.65,-73.74,0
1961,6,4.65,-73.49,0
1961,6,4.65,-73.24,0
1961,6,4.65,-72.99,0
1961,6,4.9,-74.99,0
1961,6,4.9,-74.74,0
1961,6,4.9,-74.49,0
1961,6,4.9,-74.24,0
1961,6,4.9,-73.99,0
1961,6,4.9,-73.74,0
1961,6,4.9,-73.49,0
1961,6,4.9,-73.24,0
1961,6,4.9,-72.99,0
1961,6,5.15,-74.99,0
1961,6,5.15,-74.74,0
1961,6,5.15,-74.49,0
1961,6,5.15,-74.24,0
1961,6,5.15,-73.99,0
1961,6,5.15,-73.74,0
1961,6,5.15,-73.49,0
1961,6,5.15,-73.24,0
1961,6,5.15,-72.99,0
1961,6,5.4,-74.99,0
1961,6,5.4,-74.74,0
1961,6,5.4,-74.49,0
1961,6,5.4,-74.24,0
1961,6,5.4,-73.99,0
1961,6,5.4,-73.74,0
1961,6,5.4,-73.49,0
1961,6,5.4,-73.24,0
1961,6,5.4,-72.99,0
1961,6,5.65,-74.99,0
1961,6,5.65,-74.74,0
1961,6,5.65,-74.49,0
1961,6,5.65,-74.24,0
1961,6,5.65,-73.99,0
1961,6,5.65,-73.74,0
1961,6,5.65,-73.49,0
1961,6,5.65,-73.24,0
1961,6,5.65,-72.99,0
1961,6,5.9,-74.99,0
1961,6,5.9,-74.74,0
1961,6,5.9,-74.49,0
1961,6,5.9,-74.24,0
1961,6,5.9,-73.99,0
1961,6,5.9,-73.74,0
1961,6,5.9,-73.49,0
1961,6,5.9,-73.24,0
1961,6,5.9,-72.99,0
1961,7,3.65,-74.99,0
1961,7,3.65,-74.74,0
1961,7,3.65,-74.49,0
1961,7,3.65,-74.24,0
1961,7,3.65,-73.99,0
1961,7,3.65,-73.74,0
1961,7,3.65,-73.49,0
1961,7,3.65,-73.24,0
1961,7,3.65,-72.99,0
1961,7,3.9000000000000004,-74.99,0
1961,7,3.9000000000000004,-74.74,0
1961,7,3.9000000000000004,-74.49,0
1961,7,3.9000000000000004,-74.24,0
1961,7,3.9000000000000004,-73.99,0
1961,7,3.9000000000000004,-73.74,0
1961,7,3.9000000000000004,-73.49,0
1961,7,3.9000000000000004,-73.24,0
1961,7,3.9000000000000004,-72.99,0
1961,7,4.15,-74.99,0
1961,7,4.15,-74.74,0
1961,7,4.15,-74.49,0
1961,7,4.15,-74.24,0
1961,7,4.15,-73.99,0
1961,7,4.15,-73.74,0
1961,7,4.15,-73.49,0
1961,7,4.15,-73.24,0
1961,7,4.15,-72.99,0
1961,7,4.4,-74.99,0
1961,7,4.4,-74.74,0
1961,7,4.4,-74.49,0
1961,7,4.4,-74.24,0
1961,7,4.4,-73.99,0
1961,7,4.4,-73.74,0
1961,7,4.4,-73.49,0
1961,7,4.4,-73.24,0
1961,7,4.4,-72.99,0
1961,7,4.65,-74.99,0
1961,7,4.65,-74.74,0
1961,7,4.65,-74.49,0
1961,7,4.65,-74.24,0
1961,7,4.65,-73.99,0
1961,7,4.65,-73.74,0
1961,7,4.65,-73.49,0
1961,7,4.65,-73.24,0
1961,7,4.65,-72.99,0
1961,7,4.9,-74.99,0
1961,7,4.9,-74.74,0
1961,7,4.9,-74.49,0
1961,7,4.9,-74.24,0
1961,7,4.9,-73.99,0
1961,7,4.9,-73.74,0
1961,7,4.9,-73.49,0
1961,7,4.9,-73.24,0
1961,7,4.9,-72.99,0
1961,7,5.15,-74.99,0
1961,7,5.15,-74.74,0
1961,7,5.15,-74.49,0
1961,7,5.15,-74.24,0
1961,7,5.15,-73.99,0
1961,7,5.15,-73.74,0
1961,7,5.15,-73.49,0
1961,7,5.15,-73.24,0
1961,7,5.15,-72.99,0
1961,7,5.4,-74.99,0
1961,7,5.4,-74.74,0
1961,7,5.4,-74.49,0
1961,7,5.4,-74.24,0
1961,7,5.4,-73.99,0
1961,7,5.4,-73.74,0
1961,7,5.4,-73.49,0
1961,7,5.4,-73.24,0
1961,7,5.4,-72.99,0
1961,7,5.65,-74.99,0
1961,7,5.65,-74.74,0
1961,7,5.65,-74.49,0
1961,7,5.65,-74.24,0
1961,7,5.65,-73.99,0
1961,7,5.65,-73.74,0
1961,7,5.65,-73.49,0
1961,7,5.65,-73.24,0
1961,7,5.65,-72.99,0
1961,7,5.9,-74.99,0
1961,7,5.9,-74.74,0
1961,7,5.9,-74.49,0
1961,7,5.9,-74.24,0
1961,7,5.9,-73.99,0
1961,7,5.9,-73.74,0
1961,7,5.9,-73.49,0
1961,7,5.9,-73.24,0
1961,7,5.9,-72.99,0
1961,8,3.65,-74.99,0
1961,8,3.65,-74.74,0
1961,8,3.65,-74.49,0
1961,8,3.65,-74.24,0
1961,8,3.65,-73.99,0
1961,8,3.65,-73.74,0
1961,8,3.65,-73.49,0
1961,8,3.65,-73.24,0
1961,8,3.65,-72.99,0
1961,8,3.9000000000000004,-74.99,0
1961,8,3.9000000000000004,-74.74,0
1961,8,3.9000000000000004,-74.49,0
1961,8,3.9000000000000004,-74.24,0
1961,8,3.9000000000000004,-73.99,0
1961,8,3.9000000000000004,-73.74,0
1961,8,3.9000000000000004,-73.49,0
1961,8,3.9000000000000004,-73.24,0
1961,8,3.9000000000000004,-72.99,0
1961,8,4.15,-74.99,0
1961,8,4.15,-74.74,0
1961,8,4.15,-74.49,0
1961,8,4.15,-74.24,0
1961,8,4.15,-73.99,0
1961,8,4.15,-73.74,0
1961,8,4.15,-73.49,0
1961,8,4.15,-73.24,0
1961,8,4.15,-72.99,0
1961,8,4.4,-74.99,0
1961,8,4.4,-74.74,0
1961,8,4.4,-74.49,0
1961,8,4.4,-74.24,0
1961,8,4.4,-73.99,0
1961,8,4.4,-73.74,0
1961,8,4.4,-73.49,0
1961,8,4.4,-73.24,0
1961,8,4.4,-72.99,0
1961,8,4.65,-74.99,0
1961,8,4.65,-74.74,0
1961,8,4.65,-74.49,0
1961,8,4.65,-74.24,0
1961,8,4.65,-73.99,0
1961,8,4.65,-73.74,0
1961,8,4.65,-73.49,0
1961,8,4.65,-73.24,0
1961,8,4.65,-72.99,0
1961,8,4.9,-74.99,0
1961,8,4.9,-74.74,0
1961,8,4.9,-74.49,0
1961,8,4.9,-74.24,0
1961,8,4.9,-73.99,0
1961,8,4.9,-73.74,0
1961,8,4.9,-73.49,0
1961,8,4.9,-73.24,0
1961,8,4.9,-72.99,0
1961,8,5.15,-74.99,0
1961,8,5.15,-74.74,0
1961,8,5.15,-74.49,0
1961,8,5.15,-74.24,0
1961,8,5.15,-73.99,0
1961,8,5.15,-73.74,0
1961,8,5.15,-73.49,0
1961,8,5.15,-73.24,0
1961,8,5.15,-72.99,0
1961,8,5.4,-74.99,0
1961,8,5.4,-74.74,0
1961,8,5.4,-74.49,0
1961,8,5.4,-74.24,0
1961,8,5.4,-73.99,0
1961,8,5.4,-73.74,0
1961,8,5.4,-73.49,0
1961,8,5.4,-73.24,0
1961,8,5.4,-72.99,0
1961,8,5.65,-74.99,0
1961,8,5.65,-74.74,0
1961,8,5.65,-74.49,0
1961,8,5.65,-74.24,0
1961,8,5.65,-73.99,0
1961,8,5.65,-73.74,0
1961,8,5.65,-73.49,0
1961,8,5.65,-73.24,0
1961,8,5.65,-72.99,0
1961,8,5.9,-74.99,0
1961,8,5.9,-74.74,0
1961,8,5.9,-74.49,0
1961,8,5.9,-74.24,0
1961,8,5.9,-73.99,0
1961,8,5.9,-73.74,0
1961,8,5.9,-73.49,0
1961,8,5.9,-73.24,0
1961,8,5.9,-72.99,0
1961,9,3.65,-74.99,0
1961,9,3.65,-74.74,0
1961,9,3.65,-74.49,0
1961,9,3.65,-74.24,0
1961,9,3.65,-73.99,0
1961,9,3.65,-73.74,0
1961,9,3.65,-73.49,0
1961,9,3.65,-73.24,0
1961,9,3.65,-72.99,0
1961,9,3.9000000000000004,-74.99,0
1961,9,3.9000000000000004,-74.74,0
1961,9,3.9000000000000004,-74.49,0
1961,9,3.9000000000000004,-74.24,0
1961,9,3.9000000000000004,-73.99,0
1961,9,3.9000000000000004,-73.74,0
1961,9,3.9000000000000004,-73.49,0
1961,9,3.9000000000000004,-73.24,0
1961,9,3.9000000000000004,-72.99,0
1961,9,4.15,-74.99,0
1961,9,4.15,-74.74,0
1961,9,4.15,-74.49,0
1961,9,4.15,-74.24,0
1961,9,4.15,-73.99,0
1961,9,4.15,-73.74,0
1961,9,4.15,-73.49,0
1961,9,4.15,-73.24,0
1961,9,4.15,-72.99,0
1961,9,4.4,-74.99,0
1961,9,4.4,-74.74,0
1961,9,4.4,-74.49,0
1961,9,4.4,-74.24,0
1961,9,4.4,-73.99,0
1961,9,4.4,-73.74,0
1961,9,4.4,-73.49,0
